Element,10000000,Density,0.25,Repeated,100,P_Brnch,285,P_Offst,142
Element,10000000,Density,0.25,Repeated,100,P_Brnch,273,P_Offst,167
Element,10000000,Density,0.25,Repeated,100,P_Brnch,285,P_Offst,150
Element,10000000,Density,0.25,Repeated,100,P_Brnch,272,P_Offst,155
Element,10000000,Density,0.25,Repeated,100,P_Brnch,283,P_Offst,145
Element,10000000,Density,0.5,Repeated,100,P_Brnch,168,P_Offst,112
Element,10000000,Density,0.5,Repeated,100,P_Brnch,171,P_Offst,125
Element,10000000,Density,0.5,Repeated,100,P_Brnch,183,P_Offst,124
Element,10000000,Density,0.5,Repeated,100,P_Brnch,180,P_Offst,126
Element,10000000,Density,0.5,Repeated,100,P_Brnch,159,P_Offst,128
Element,10000000,Density,0.75,Repeated,100,P_Brnch,112,P_Offst,107
Element,10000000,Density,0.75,Repeated,100,P_Brnch,117,P_Offst,120
Element,10000000,Density,0.75,Repeated,100,P_Brnch,111,P_Offst,110
Element,10000000,Density,0.75,Repeated,100,P_Brnch,124,P_Offst,98
Element,10000000,Density,0.75,Repeated,100,P_Brnch,116,P_Offst,103
Element,50000000,Density,0.25,Repeated,100,P_Brnch,324,P_Offst,224
Element,50000000,Density,0.25,Repeated,100,P_Brnch,355,P_Offst,203
Element,50000000,Density,0.25,Repeated,100,P_Brnch,330,P_Offst,221
Element,50000000,Density,0.25,Repeated,100,P_Brnch,328,P_Offst,220
Element,50000000,Density,0.25,Repeated,100,P_Brnch,352,P_Offst,194
Element,50000000,Density,0.5,Repeated,100,P_Brnch,222,P_Offst,172
Element,50000000,Density,0.5,Repeated,100,P_Brnch,226,P_Offst,189
Element,50000000,Density,0.5,Repeated,100,P_Brnch,203,P_Offst,194
Element,50000000,Density,0.5,Repeated,100,P_Brnch,209,P_Offst,196
Element,50000000,Density,0.5,Repeated,100,P_Brnch,227,P_Offst,196
Element,50000000,Density,0.75,Repeated,100,P_Brnch,163,P_Offst,149
Element,50000000,Density,0.75,Repeated,100,P_Brnch,132,P_Offst,156
Element,50000000,Density,0.75,Repeated,100,P_Brnch,129,P_Offst,167
Element,50000000,Density,0.75,Repeated,100,P_Brnch,122,P_Offst,163
Element,50000000,Density,0.75,Repeated,100,P_Brnch,138,P_Offst,149
